"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"109",100,2165,"R_1m3i5uRTdKXoZOe",1,"events","1.)Did not make the expected amount of tips at my waitressing job
2.)My husband ignoring my calls and messages
3.)My daughter having to attend summer school due to absences. 
4.)Started taking a new medication
5.)Knee injury making it hard to walk for long periods.","","","","","","","",4,5,"Emotional perspective","How childhood family dynamics effect emotional perspective",1,"It did, and I probably need to do it again! ",1,2,2,"","","USA_02c"
"110",100,2212,"R_5OjKNW1yW8qcisJ",1,"text","","","","","Hey Joe

I hope you're doing well! I just wanted to take a moment to express my sincere gratitude for the financial help you provided me with [insert specific time or situation]. Your generosity made a huge difference in my life, and I can't thank you enough for your kindness and support during that time. I want you to know that I truly appreciate everything you've done for me, and I often think about your selflessness.

I wanted to give you an update on my life – things have been going [mention briefly how things have been going]. Your support has had a lasting impact on me, and I am so grateful to have you in my life.

Thank you again for everything.

Take care,
TERRY



","","","",4,5,"how people think in their emotional lives","digital context",1,"yes",1,2,2,"","","USA_02c"
"111",100,2157,"R_1PmR4CQGoxvK7Yi",1,"letter","","","","Hi maw maw, I would like to have more time with you and if you were here to read this I know it would warm your heart.  I would like to thank you for being the loving, caring grandmother that you were to me.  Grandmother by kinship but mother in my heart.  You raised me with the best childhood any kid could ever dream of having.  I watched and payed attention as you fought for me tooth and nail to get custody of me back from the state.  I saw you raise yourself and me out of struggle and got us to an environment where we were free of financial hardship and most importantly free of worry.  I never once had to question if I would need any of the essentials as a child and more than that, I had a childhood of excess.  Along the way and throughout you taught me to be a hard worker and to appreciate everything and every opportunity that came my way.  It took me many years to realize a lot of that and to put it into action but I know it now.  If I could go back there would be many things I would do differently to make you proud because I know I let you down as I entered adulthood.  Man I took those times for granted back then.  I always told myself, ""You will have more time, you can get this done tomorrow.""  As we all know, there is no making up time and seizing the moments when they arrive is most important.  As I reminisce about all of the memories I have of you I would give anything just to be given the opportunity to have you read this.  You were so selfless when it came to me and I was everything to you.  You were everything to me and will always be.  I think of you everyday and all the time.  I sometimes feel lost here without your guidance but feel grounded when I think about how you did it alone back then.  I want to thank you maw maw.  I love you so much and thank you for loving me like you did.  There was no better person to walk this Earth than you.  I love you.   ","","","","",4,5,"Graditude","not sure",2,"",1,2,2,"","N/a","USA_02c"
"112",100,2365,"R_5b0ZXO6zfeN60Se",1,"letter","","","","To my sister, you saved my life. 
You have always been the best big sister. You have always protected me. When we were little and our parents were fighting, you would hold me and cover my ears so that I couldn't hear what was happening. You were there for me when dad died. I truly couldn't have survived that point in my life without you. You were all I had at that time and you knew exactly how to take care of me and protect me. You were there for me for my wedding, and were the best maid of honor anyone could have had. Your speech was so special to me and I think about it often. I just found out I'm pregnant and I can not WAIT to let you know. From being the best sister, you will now be the best aunt there ever was. I love you so much and you really helped me be the person I am today.","","","","",4,5,"To see your feelings on social situations based on family life","To see if having siblings changes the way you think about certain things in your life",2,"",1,2,2,"","","USA_02c"
"113",100,2329,"R_7ILvM1U2fp9hi2K",1,"god.letter","","","","","","","","Dear  Universe,
     Thank you for making me whole, strong, intelligent, pragmatic, and compassionate.  I continue to be grateful to you for helping me become the best person I can be. ",4,5,"Not exactly sure, but it was very interesting and thought-provoking. ","Maybe empathy in atheists versus in religious folks?",2,"",1,2,2,"","Great study, thanks for asking!","USA_02c"
"114",100,2092,"R_7DNvO3SBOvjBVop",1,"sub","","","","","","","Completing a challenging work project: what did I receive? I received a sense of accomplishment and pride in my work. What did I give? I gave my effort, creativity, and dedication to completing the project. What more could I do? I could take the time to celebrate my achievement and acknowledge the hard work I put in.","",4,5,"perception decision","decision management",2,"",1,2,2,"","","USA_02c"
"115",100,1946,"R_7IoxmepU695TfSV",1,"text","","","","","I would want to specially thank you for all the support and effort you have given me and he family. This message is to my special partner and wife. You are the most adorable woman I have ever seen. Your uniqueness and effort is beyond measure. I could never have such a wonderful life without you. You have given me strength in my weakest moment. I love so deeply and I am grateful for all that you have done for me.","","","",4,4,"Family relationship","How committed people are with their extended family.",2,"",1,2,2,"","","USA_02c"
"116",100,2519,"R_7qUHHpEfGp3A2Ur",1,"god.letter","","","","","","","","I don't really believe in any god. But I am thankful for the country I was born in, the people in my family and the friends I have made along the way. The random acts of kindness, and the generosity of strangers. I refuse to give credit for this things to anything imaginary, when they were performed by individuals who are actual living beings. So thank you to everyone out there trying to do right by their fellow human.",4,5,"What we are thankful for. Our relationships with god and other people.","Our perceptions on the people around us. How we perceive our successes. Unsure mostly, there were a lot topics.",2,"",3,2,2,"","none","USA_02c"
"117",100,2634,"R_1D7uqEmF2QHEnV4",1,"letter","","","","Partner, I am so grateful to have you in my life. When everything else in it was falling apart, you were there by my side holding me up. I'm thankful to have been shown what unselfish love is. Your love and treatment of me immediately opened my eyes to how horribly my ""friends"" at the time were treating me for many years. My parents' divorce caused me to lose all hope in love until I met you.  You bring light into my life, and have forever changed the way I view the world. I'm so grateful for each and every day with you. ","","","","",4,5,"Gratitude towards others","If you feel more gratitude after reflecting on someone else's gratitude towards you.",2,"",3,2,2,"","No","USA_02c"
"118",100,2504,"R_7kZoBqWh7W9e717",1,"god.letter","","","","","","","","Dear God,
I just want to say thank you for blessing me to wake up. I thank you for the good and the bad and everything in between. ",4,5,"not sure","I don't know ",2,"",3,2,2,"","","USA_02c"
"119",100,2413,"R_19c53fGxUqmjU8t",1,"hk.list","","","","","","I am grateful because last week I received a lot of praise for my effort in my diet and change of routine, I am grateful to God for giving me an opportunity to get in shape and not let me get sick and fall into obesity, I am grateful to my wife for supporting me in this process and I must give you all my gratitude and I also give you my commitment that I will continue looking for the best for us
","","",4,5,"I dont know ","The hypothesis would be that writing that we are grateful for something would influence how we feel and how we answer certain questions.",2,"",1,2,2,"","Thanks","USA_02c"
"120",100,2571,"R_7e79M0MtLBtoIlb",1,"measure","","","","","","","","",4,5,"how we trust people","trust ",1,"some",1,2,2,"","it was great!","USA_02c"
"121",100,2752,"R_397fn8N4v4I0Neo",1,"measure","","","","","","","","",4,5,"Study about emotions","How our emotions can predict our choices",1,"somewhat",1,2,2,"","no","USA_02c"
"122",100,2405,"R_3wG6t8Wx3VbjL6p",1,"hk.list","","","","","","Spending quality time with a friend: What did I receive? I received joy and connection from spending time with a friend. What did I give? I gave my presence, support, and friendship. What more could I do? I could express my gratitude to my friend for the meaningful time we spent together and plan more activities to strengthen our bond.","","",4,5,"perception decision","decisions essential",2,"",1,2,2,"","","USA_02c"
"123",100,2612,"R_1dY2y0dI04IpfC5",1,"hk.list","","","","","","I am grateful for the gift of life
i am grateful for having good families around
i am grateful for my work","","",4,4,"emotion study","",2,"",1,2,2,"","","USA_02c"
"124",100,2662,"R_6XWmq96jnlRn0pX",1,"sub","","","","","","","I am grateful for having good friends around to call whenever i needed
them
I am grateful for having being promoted even though i know i didn't merit it
I am grateful for my beautiful kids","",4,4,"emotional belief","",2,"",1,2,2,"","","USA_02c"
"125",100,2445,"R_6rY9CKZw6xUQ4db",1,"int.events","","Yesterday was a particularly memorable day for me, full of events that left a deep mark on me.
1. In the morning, while I was checking my emails, I found a job offer from a company I always dreamed of working for. Not only was it a great career opportunity, but it also meant moving to a new city. The excitement and uncertainty about this potential change stayed with me all day.
 2. I received a message from an ex-girlfriend who hadn't heard from her in a while.
3.I met a restaurant that I really liked.
4. I was late for work due to a stomach problem.
5.- Manage to close an agreement for the remodeling of a home","","","","","","",4,5,"I'm not sure what the real objective of this study is.","I don't know what hypothesis they are trying to test.",2,"",1,2,2,"","","USA_02c"
"126",100,2612,"R_1glSb02RaRrcnmx",1,"god.letter","","","","","","","","I refer to my god as Allah which just means God in Arabic. The way to describe Allah would be omnipotent, the most forgiving, the highest above all, and also the one who should be feared. I thank God for everything that He's given me and even the things He's taken away. I thank God for the strength He's given me to be able to push through hard times. I thank faith in itself for giving me the strength as as well.  ",4,5,"To see how human we are based on how religious we are ","Are more/less religious people more/less of a psychopath?",1,"Absolutely it works. I've recently started integrating it into my daily life which has a huge impact on my happiness.   ",1,2,2,"","Nope, it was perfect :)","USA_02c"
"127",100,1970,"R_1PhSjO5hAbSblpx",1,"god.letter","","","","","","","","Got to spend time with my sister I enjoyed talking and having a bit of lunch. I got to spend time with an older relative who needed help with paperwork, I enjoyed visiting and listening to old stories.  I am grateful to my co-workers for giving me feedback on a project that I am working on. I love that we work as a team.",4,5,"How one ifs feeling","How one feels about themselves and others",2,"",3,2,2,"","I enjoyed the study.","USA_02c"
"128",100,3347,"R_1xOZFHAjfsXx7wZ",1,"god.letter","","","","","","","","Everyday when I wake up I thank God for allowing me to see the day because i know many people slump and some don't wake up from their sleep and it could seem mysterious too but me having the opportunity is one thing I've benefitted from God.",4,5,"Understanding my beliefs",NA,2,"",1,2,2,"","","USA_02c"
"129",100,2829,"R_73eCAEnwbvMRvMJ",1,"list","","","1. The gym
2. The ability to read
3: Air fryer
4: Basketball
5:water","","","","","",4,4,"emotions","Effects of gratitude",2,"",3,2,2,"","","USA_02c"
"130",100,3239,"R_5d9Qcjr3VqHSucl",1,"int.events","","Yesterday I won at Monopoly against my family after months of my wife keeping a winning streak going.

I took pictures of several birds that I found interesting.

I had an interesting talk about the war with a senior citizen.

I had the best dessert of my life, it was sweet and delicious.

Finally I went out to dinner with my wife and nothing serious or unexpected happened.","","","","","","",4,5,"Analyze different perspectives of my life during different stages of my life.","Study how people change throughout their lives.",2,"",1,2,2,"","","USA_02c"
"131",100,2948,"R_59MCVkXRokZCbUB",1,"events","Dear God, Thank You for the love and support of my family and friends. Their presence in my life is a testament to Your generosity and love. Through their kindness and encouragement, I have found joy, comfort, and a sense of belonging. ","","","","","","","",4,5,"How I feel grateful and my religion.","I don't know.",2,"",1,2,2,"","","USA_02c"
"132",100,3234,"R_7Nm4wIvmgzkxDOQ",1,"letter","","","","Dear Mom,

Thank you for always being there for me. I've lived my life and had highs and lows and you are always there, no matter how high the high is or how low the low is I'm lucky to have you. I appreciate you so much.","","","","",4,5,"How thankful and grateful people are.","Does gratefulness equal to charity ",2,"",1,2,2,"","You could rate how grateful you are to certain people based who they are and why. Or list different circumstances and select which you would be grateful for based on them who did it.","USA_02c"
"133",100,3546,"R_7VOaXqGIOIPvxkv",1,"letter","","","","Dear Evans

I hope this letter finds you well. As I sit down to express my gratitude, I am filled with warmth and appreciation for the impact you’ve had on my life. Your kindness and thoughtfulness have left an indelible mark, and I want to take this opportunity to share my heartfelt thanks.

 I remember the time . Whether it was a simple gesture or a significant sacrifice, your selflessness touched me deeply. You extended a helping hand when I needed it most, and for that, I am forever grateful.

 The effects of your kindness rippled through my life.Your support gave me strength during challenging moments, and it reminded me that I wasn’t alone. Your generosity taught me the power of compassion and the beauty of human connection.Since that time,. Life has its twists and turns, but your impact remains constant. I often reflect on our interactions and draw inspiration from your example. Your kindness has become a guiding light, encouraging me to pay it forward and spread positivity.

As the seasons change and memories accumulate, please know that your kindness is etched in my heart. I carry it with me, like a cherished treasure, and it continues to shape my outlook on life. Thank you for being a beacon of goodness.

With heartfelt gratitude,
David Edward Weaver","","","","",3,4," Digital contexts about their social and emotional lives.","How people think in digital contexts about their social and emotional lives.",1,"yes",1,2,2,"","this is a good study and i enjoy this study","USA_02c"
"134",100,3138,"R_7di0x5WNEuWcNEu",1,"hk.list","","","","",""," Grateful Moments from the Past Week

1. Enjoying a Family Dinner
- What did I receive? Quality time and love from my family.
- What did I give? My attention and help in preparing the meal.
- What more could I do? Plan more regular family dinners.

2. Completing a Workout Session
- What did I receive? A sense of accomplishment and improved health.
- What did I give? My effort and commitment.
- What more could I do? Create a consistent workout routine.

3. Receiving Positive Feedback at Work
- What did I receive?  Recognition and motivation.
- What did I give?v Hard work and dedication.
- What more could I do? Seek continuous improvement and new challenges.","","",4,5,"No idea","No idea",2,"",1,2,2,"","","USA_02c"
"135",100,3785,"R_31HQPL0HigLUveU",1,"int.events","","someone kill someone, friend die, war that going on, acterdent, someone got sick.","","","","","","",4,4,"coworker comsation together","making decision ",2,"",1,2,2,"","none everything was in order, thanks","USA_02c"
"136",100,3793,"R_5M6kibtU7FjAvoX",1,"letter","","","","Dear Mom,

I want to take a moment to express my deep gratitude for everything you have done for me. Your unwavering support and love have been the foundation upon which I have built my life. I remember how you stayed up late with me during exam weeks, offering encouragement and making sure I was well-prepared. Your sacrifices and hard work have always inspired me to strive for the best. Thanks to your guidance, I have grown into a confident and resilient person. The values you instilled in me continue to shape my decisions and actions every day. I am grateful for the countless times you put my needs before your own, always with a smile and without hesitation. Your kindness and generosity have made our home a place of warmth and comfort. I often think about how lucky I am to have you as my mother, and I want you to know how much I appreciate everything you do. Thank you for being my rock, my confidant, and my greatest cheerleader.

With all my love,
Pedro.","","","","",4,5,"The study appears to focus on understanding how individuals navigate their social and emotional experiences within environments through surveys to gather insights.","The hypotheses being tested in the study involve examining how individuals' thoughts, feelings, beliefs, judgments, and personal backgrounds influence their interactions and behaviors in their social and emotional lives.",2,"",1,2,2,"","No, Thanks.","USA_02c"
"137",100,942,"R_3pQIGiWE5l0f2yl",1,"measure","","","","","","","","",4,5,"Generosity ","People's attitudes and how it relates to generosity ",2,"",1,2,2,"","","USA_02c"
"138",100,1014,"R_3WDFJE145FqTi4V",1,"int.events","","someone i work with resigned, my baby was especially sweet and smiley, my parents came over, i spent some time outside, i prepared for a nanny to start","","","","","","",4,5,"opinions on religion on decision makingn","not sure",1,"no",1,2,2,"","no","USA_02c"
"139",100,988,"R_1qXmtwlj0Y2pAWP",1,"text","","","","","Samantha Damn B******, 

I just wanted to thank you for being my biggest cheerleader throughout the entire process of me finishing school and taking my NCE and getting my license. You were more encouraging, believed in me more, and celebrated with more authenticity and true joy than anyone in my family or my immediate circle.  You truly see and value me in a way that no one else in my life does and I can't tell you how much that means to me.  What a life it would be for everyone in your life to be a Sam and to feel as loved and special as you make me feel every single time I see or speak to you. I am forever grateful for your friendship and support. ","","","",4,5,"Posturing yourself towards an emotion","That if you were asked to focus on gratefulness, it would illicit positive feelings and cause you to be more gracious and joyful than typical. ",1,"it always does :) ",1,2,2,"","","USA_02c"
"140",100,1035,"R_3yZcfUhhEzzF1qF",1,"hk.list","","","","","","I am grateful my kids got through the school year and  did the best they could. I am grateful for my health and could improve more with healthy food and exercise. I am thankful for where I currently am in life because I have came a long way.","","",4,5,"Thoughts on compassion for others ","people are compassionate and would help others out",2,"",1,2,2,"","","USA_02c"
"141",100,1198,"R_7fpx2EIO0hTmawP",1,"measure","","","","","","","","",4,5,"Emotions","What emotions people feel in regards to a variety of topics.",1,"Yes, until the depression kicked into overdrive.",1,2,2,"","","USA_02c"
"142",100,1399,"R_7NBIKqJN5ZlWJ0J",1,"god.letter","","","","","","","","Dear Lord Jesus, Thank You for saving my never dying soul as well as my life, thank You for the Word you give, the hope and strength found in it to face everyday life. Thanks for giving me life and a new life in Christ. Thanks for the family You gave me and the home where I live. Thanks for life , health and strength. The opportunity I have to live in Your presence and share You with others I thank You Lord. ",4,5,"A lot of different things, but I guess how you see people that you don't really know ? ","Not sure , but to see how you interact or what you think of strangers ",2,"",3,2,2,"","Thanks ","USA_02c"
"143",100,1566,"R_6IPv0J64TnwMI5X",1,"events","firstly , my decision on self medication on my child cost me a lot
my financial decision almost got me into trouble
my decision on the project allocated to be couple's of days submitted some hours ago give me edge over others
my decision on an event cost me negatively 
my wife got my nerve and leave me anger

","","","","","","","",4,5,"emotion of self behavior","a great deal",1,"definitely",1,2,2,"",NA,"USA_02c"
"144",100,5764,"R_1nZxKHLzMZfVgSB",1,"measure","","","","","","","","",4,5,"This study was about examining the relationship between emotional states, cognitive performance, and self-reflection in digital contexts.","The study likely tested the hypothesis that emotional states and cognitive performance in digital contexts are interrelated and influenced by individual differences.",2,"",1,2,2,"","It's already in a good position.","USA_02c"
"145",100,841,"R_3Ys3TR2kUcVIKgg",1,"god.letter","","","","","","","","I'm sure you already know, but I'm thankful for letting be born in my circumstances. A lot of the world have it a lot worse than me, so I'm thankful for where I'm at.",4,5,"How people feel in society","if religion has a relation to content of life",1,"to an extent",1,2,2,"","I just want to say that I don't believe in God, but sometimes I do pray to God.","USA_02c"
"146",99,3191,"R_1lPUx5QFzOAeD0u",1,"sub","","","","","","","Health, fitness level, intelligence, cognitive function, university softball team going to the college world series.
Going to lump the first four.  Being retired, my mission, my purpose in life is to educate and train older folks (>55) in functional fitness to improve their longevity and quality of life.  If those four things I'm grateful for were not a part of my life, I would not be qualified for or be successful in fulfilling my purpose and mission. ","",4,5,"Not sure","How people's circumstances, environment, family, education, etc. has affected their life.",1,"Nope.  I need constant reminders.  I do have much to be grateful for--the important stuff, health, mental, cognitive, physical and emotional but disappointed in my lack of success in creating financial abundance for myself and so I could be generous with others.  I'm trying to give back in other than monetary ways in gratitude for my overall health and well-being.",3,2,2,"","Some of the questions required more nuanced answers than those I was provided but close enough.","USA_02c"
"147",100,499,"R_5ODCE6apEsi56kd",1,"text","","","","","To my mother, I'm so grateful for all the support you have provided over the years. You have sacrificed so much to give me a better life in everything that you do, and I can only receive it with gratitude, and strive to be the best person I can be. ","","","",4,5,"Not sure","Not sure",1,"I stopped after about a month, but during that month I think it did work, yes.",1,2,2,"","","USA_02c"
"148",100,484,"R_1sAJNaAcchdJr3j",1,"int.events","","I took a great bathroom break. I picked up new groceries. I rated my friends art. I brewed coffee. I talked to my friend.","","","","","","",4,5,"Unsure","Unsure",2,"",3,2,2,"","","USA_02c"
"149",100,569,"R_71c6c82cq5yr8j3",1,"events","My son laughing, going shopping, being with family, cooking dinner, seeing my friend","","","","","","","",4,5,"","",2,"",1,2,2,"","","USA_02c"
"150",100,650,"R_3eEnPdnrXvIJRwB",1,"hk.list","","","","","","I am grateful for my kind friends. I have a loving and supportive roommate that always helps me take care of our home and cat, like he did this week. I am grateful for a new friend that I find hilarious, I helped them paint their house and it felt really good to be of assistance to someone. I talked to my best friend over the phone the other day and it really made me smile.","","",4,5,"not sure","unconscious bias",2,"",3,2,2,"","","USA_02c"
"151",100,604,"R_38O2UAzXqoWPMr6",1,"measure","","","","","","","","",4,5,"To see how perspective changes views on society.","Open-minded people tend to be less religious because they view society without a prejudice lens.",2,"",3,2,2,"","Instructions were clear.","USA_02c"
"152",100,489,"R_3YQw0l6DvE9bunx",1,"hk.list","","","","","","I'm grateful to be able to make money online, I'm not homeless at the moment, and I have clothing to wear","","",4,5,"siblings","judging siblings and how people react",2,"",2,2,2,"","My brother was a drug dealing criminal for years. He's okay now. My other brother is in the mental institution for murder. It's fucked up","USA_02c"
"153",100,667,"R_5KUhGDs1ZoXstnS",1,"sub","","","","","","","1. My girlfriend
2. My dogs
3. My grandparents
4. Good food
5. Nice weather
If I had to go through life without nice weather (grey and raining all the time) it would be really tough because I tend to feel a lot happier when the weather is nice, even if I'm not going outside much on a given day. ","",4,5,"compassion for those we don't know very well","whether we would give the acquaintance more money at the cost of our own",2,"",1,2,2,"","","USA_02c"
"154",100,574,"R_6MEb744N1NEz9yp",1,"events","Last night, I was having some kind of weird issue where I couldn't do anything right, as if my autopilot for simple tasks disengaged. I was dropping things randomly, and couldn't use particular items in the kitchen or office well without messing up. I later went to bed but woke up very refreshed, feeling good. I rode my bike to the gym, and the weather was perfect, which set me up for a good workout. My workout went ok, made me feel some doubts on whether I was pushing myself hard enough. I went home later to find that my sister left us some pastries, which was a nice surprise. ","","","","","","","",4,5,"no idea","no idea",2,"",3,2,2,"","none","USA_02c"
"155",100,638,"R_70LtZDNyytB021b",1,"hk.list","","","","","","I got a new job, I gave gifts to my friend for their birthday, and I couldve done more for myself","","",4,5,"how people view themselves and others","im not sure, there was a lot going on in this study",1,"no",2,2,2,"","","USA_02c"
"156",100,505,"R_5JafWRAnIr9DIFh",1,"measure","","","","","","","","",4,5,"perceptions on life and being grateful","How do people feel in the current state of the world?",1,"A little bit ",1,2,2,"",NA,"USA_02c"
"157",100,656,"R_5qNZE7MIR8OhqG5",1,"hk.list","","","","","","My sister got married over the weekend . I was given a really nice day with my friends and family . I was able to meet new members of my family and make some memories . I gave a nice gift and had a good time , it couldn't have been better .","","",4,4,"Siblings","sibling relationships",2,"",1,2,2,"","thanks","USA_02c"
"158",100,595,"R_1joylQlfPVzX7Kc",1,"list","","","1. I'm grateful for being able to afford my apartment
2. I'm grateful for where my apartment is located and the amenities it offers
3. I'm grateful I can afford going out to eat with friends
4. I'm grateful that I have friends who are willing to visit me
5. I'm grateful that I have friends who ask me how I'm doing","","","","","",4,5,"Gratefulness and conformity","No idea",2,"",3,2,2,"","","USA_02c"
"159",100,696,"R_51RgPImXAFWgXFv",1,"events","I spent time w/ family over Memorial Day having a good time in the sun. Walked my dog. Applied for a new job. Secured a new roommate. Got a bonus for my job.","","","","","","","",4,4,"Belief system","What kinds of beliefs sway decisions",1,"Yes",1,2,2,"","","USA_02c"
"160",100,632,"R_3M6dTu8nure6dlx",1,"measure","","","","","","","","",4,5,"Finding out how people feel about their relatives","I don't know",1,"Yes",1,2,2,"","no","USA_02c"
"161",100,710,"R_5Rmds66vp8OCL39",1,"measure","","","","","","","","",4,4,"Testing for how we feel about ourselves vs how we feel about each other","There is a correlation between how big or small someone sees themselves, vs how willing they are to help a close friend.",1,"Maybe",3,2,2,"","N./A","USA_02c"
"162",100,661,"R_1ufoR2wM93hNz6p",1,"sub","","","","","","","If i didn't have my kids, i would be so sad. they bring joy to my life like no other. i homeschool them and get to hang out with them almost 24/7. they just make my day.","",4,4,"how you feel about a higher power","there were so many things tested, maybe how people pay attention?",1,"sometimes",1,1,2,"i like using chat gpt. it gives me really good answers.","","USA_02c"
"163",100,745,"R_5fvrHV6zJyBH1k4",1,"measure","","","","","","","","",4,5,"Not sure - there were a lot of different options","If people would sacrifice things for their siblings based on their mood",1,"Yes, it helped me critically think about all of the things that make me happy and grateful, even if it isn't something that comes to mind immediately. It made me appreciate all of the little things that make up my life.",1,2,2,"","N/A","USA_02c"
"164",100,600,"R_1tLJNMvac3ccERZ",1,"hk.list","","","","","","I enjoyed a weekend at the beach with my husband and son this past weekend. We had no schedule, just uninterrupted time together and eating and playing at the beach and enjoying each other. It is important to get away from 'life' and take those times. ","","",4,5,"different topics - life - compassion","not sure",1,"yes - absolutely made me more mindful.",1,2,2,"","","USA_02c"
"165",100,821,"R_5EKnn2wKmtcePTj",1,"sub","","","","","","","Things I am grateful for:

1. My family
2. My education
3. Technology
4. Vermont
5. My car

The thing I choose to write about and describe how my life would be like if it was not present is my family. If my family was not in my life, I would not have the motivation to continue to grow and learn in life. My family supports me in all that I do and so without them it would be extremely difficult to thrive.","",4,4,"Opinion formulaton","How opinions are formed and what determines whether they persist or dwindle",1,"Yes",1,2,2,"","no","USA_02c"
"166",100,670,"R_7v972uXcTAwxYIt",1,"hk.list","","","","","","Moment number one that I’m truly grateful for is a place to live so I’m not on the streets struggling to survive.The next moment I’m grateful for is my friends that are in my life now and previously.The third thing I’m grateful for would be being here on earth to experience raising my kids.","","",4,5,"If we would do certain things ","To see if we would do certain things ",2,"",3,2,2,"","","USA_02c"
"167",100,629,"R_3fPFZgLoo4YQFbV",1,"text","","","","","I just wanted to say thank you for being such an amazing person, and I really appreciate you being a part of my life. My life is better because you're in it!","","","",4,5,"I have no idea","If happiness is related to religion or family based on gratefulness",2,"",1,2,2,"","No","USA_02c"
"168",100,802,"R_6yfqtU5tOqInypr",1,"int.events","","parents want me to go to a city to join them for vacation, boyfriend gets accepted into military, gym day was not a thing, mom brings home food, coke was bought.","","","","","","",4,4,"The similarities between those who had a lot of change in their life and their perspectives.","If people had a lot of change, they are stronger.",1,"yes.",1,2,2,"","","USA_02c"
"169",100,811,"R_7mXy2kmegmxHX4G",1,"hk.list","","","","","","im grateful for having my dog since hes my bestfriend. im grateful for the remaining friendships i have. Im also grateful for my family. i received nothing but support.","","",4,5,"asking questions about people I may feel a type of way and questions about my faith/religion and emotions","gathering information on my behavior and belief system",2,"",3,2,2,"","","USA_02c"
"170",100,833,"R_6g0BpUS3V3WhtZy",1,"list","","","1. I am grateful that my son got to go to several fun events this week.
2. I am grateful for the easy hours that I work.
3. I am grateful to have such a nice husband.
4. I am grateful for all of the good food I get to eat.
5. I am grateful I have talked to all my family this week.","","","","","",4,5,"Seeing if there is a link between compassion and willingness to help others and religion.","Whether religion is tied to willingness to help others.",2,"",3,2,2,"","","USA_02c"
"171",100,900,"R_6IDVF3lb72szOZX",1,"list","","","Child was safe in a fender bender
Able to plan a trip
Healthy 
pets in good health
secure financially","","","","","",4,5,"happiness related to diety beliefs","happy people and thier religious views",1,"yes",1,2,2,"","","USA_02c"
"172",100,914,"R_7ElSUHrVz3borVS",1,"events","My car broke down so I had to walk to and from work. My new puppy had an accident on the carpet at home. I ran out of eggs for breakfast so I had to pivot and make something else. I went for a jog last night before it rained. I used a new thermos to keep my ice water cold at work.","","","","","","","",4,5,"To investigate how people think about themselves and their emotions.","That people's perceptions of themselves is a reflection of their own willingness to be grateful",2,"",1,2,2,"","N/A","USA_02c"
"173",100,873,"R_72unUcDQb4HPcrc",1,"measure","","","","","","","","",4,5,"Not too sure","Not too sure",1,"Kind of. ",3,2,2,"","","USA_02c"
"174",100,752,"R_6l5CZ3xxFq4SkJz",1,"sub","","","","","","","My children
My husband
My job
My students
Having enough food
Having a roof over my head","",4,5,"Economics of childhood and current life","How do people see themselves",2,"",1,2,2,"","","USA_02c"
"175",100,902,"R_503lW7WqtK1ZNFD",1,"int.events","","car accident, car ticket, meeting, yoga, and work","","","","","","",4,5,"Coworkers and how I feel about them.","Feelings towards people I know.",2,"",1,2,2,"","Fun study, thanks","USA_02c"
"176",100,801,"R_6PTvzMDzif7O6W3",1,"int.events","","I drank more water than usual, which made me feel better. I talked to a cashier that was getting a prank call, we laughed about it. I did some yard work, it made me feel good. I didn't drink on memorial day which is a good thing for me. I made plans to hangout with a friend tomorrow, which also gets me out of the house again.","","","","","","",4,5,"I'm not sure to be honest.","I don't know, I'm sorry.",2,"",3,2,2,"","No, it was good.","USA_02c"
"177",100,860,"R_3nTIOmq8uCYMBvW",1,"sub","","","","","","","The five things I am grateful for in the past 24 hours are my access to healthcare, my cat Thorn, my ability to purchase some frivolous things, my mother, and having a nice play to go outside near me and enjoy the summer. If my mother was not a part of my life I would not have many of the things I listed in the things I am grateful for. Even as an adult she has cared for me and been there whenever I needed her, my life would be pretty bad without her in it. I would be a lot more alone, and would have a lot less access to things that involve money. I am very grateful to her for everything she has done for me, and I try everyday to be worth it.","",4,5,"Determining how people reflecting on something they are grateful for could effect their perspectives on different things like friend's success and their own self worth.","Having a subject think about something they are grateful for and write it out will make them more likely to behave in some way, perhaps more likely to value themselves more or less.",2,"",3,2,2,"","Everything worked as intended.","USA_02c"
"178",100,748,"R_3DXbPus609g6Ltf",1,"events","yesterday being a holiday
rain today
my favorite baseball team winning
taking out the garbage
eating a good dinner","","","","","","","",4,5,"emotions","How people feel about others",2,"",1,2,2,"","","USA_02c"
"179",100,752,"R_7eLjwLerKrrgYp6",1,"text","","","","","Hey just wanted to reach out and tell you thank you for letting me stay at your place during my vacation its really appreciated I just want to let you know that ","","","",4,5,"Compassion","if reminiscing on loved one and or experiences affects responses  ",2,"",1,2,2,"","nothing further","USA_02c"
"180",100,881,"R_64z83zhlT057MuB",1,"events","In the past day I have had give events that affected me. Getting decent prolific surveys. Recovering from my viral sickness. Making good progress towards paying my debt off. Accepting extra hours at work. Seeing the new schedule at work and finding out I have overtime.","","","","","","","",4,5,"assessing opinions","family values",2,"",1,2,2,"","no","USA_02c"
